simulationId,slug,class,gradeBand,chapter,topic,activityNumber,activityTitle,subject,primaryArchetype,secondaryArchetypes,simulationFormat,xrFitType,comfortRiskLevel,expectedDurationMinutes,packageSizeTargetMb,reuseGroup,implementationNotes
sim-c10-ch03-a03-conductivity-of-electricity,c10-ch03-a03-conductivity-of-electricity,10,class9To10,3,Metals and Non-metals,3,Conductivity of Electricity,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,physics:metals-and-non-metals,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch03-a04-chemical-properties-of-metal,c10-ch03-a04-chemical-properties-of-metal,10,class9To10,3,Metals and Non-metals,4,Chemical properties of Metal,chemistry,sortingBoard,,interactive3d,strongVrFit,low,11,224,chemistry:metals-and-non-metals,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch03-a05-metal-reacts-with-water,c10-ch03-a05-metal-reacts-with-water,10,class9To10,3,Metals and Non-metals,5,Metal reacts with Water,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:metals-and-non-metals,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch03-a06-reactivity-series-of-metals,c10-ch03-a06-reactivity-series-of-metals,10,class9To10,3,Metals and Non-metals,6,Reactivity Series of Metals,chemistry,experimentBench,sortingBoard,practicalLabSimulation,strongVrFit,low,12,360,chemistry:metals-and-non-metals,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch03-a07-properties-of-ionic-compounds,c10-ch03-a07-properties-of-ionic-compounds,10,class9To10,3,Metals and Non-metals,7,Properties of Ionic compounds,chemistry,sortingBoard,,interactive3d,strongVrFit,low,11,224,chemistry:metals-and-non-metals,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch03-a08-magnetic-separation-process-extraction-of-metal,c10-ch03-a08-magnetic-separation-process-extraction-of-metal,10,class9To10,3,Metals and Non-metals,8,Magnetic separation process: Extraction of metal,physics,modelInspection,processTimeline,interactive3d,strongVrFit,low,12,400,physics:metals-and-non-metals,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch03-a09-prevention-of-corrosion,c10-ch03-a09-prevention-of-corrosion,10,class9To10,3,Metals and Non-metals,9,Prevention of corrosion,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:metals-and-non-metals,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch04-a01-types-of-bonds,c10-ch04-a01-types-of-bonds,10,class9To10,4,Carbon and Its Compounds Part - 1,1,Types of bonds,chemistry,modelInspection,sortingBoard,interactive3d,strongVrFit,low,12,400,chemistry:carbon-and-its-compounds-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch04-a02-versatile-nature-and-catenation-of-carbon-structure-of-carbon-compounds,c10-ch04-a02-versatile-nature-and-catenation-of-carbon-structure-of-carbon-compounds,10,class9To10,4,Carbon and Its Compounds Part - 1,2,"Versatile nature and catenation of carbon, structure of carbon compounds",chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:carbon-and-its-compounds-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch04-a03-saturated-and-unsaturated-compounds-of-carbon,c10-ch04-a03-saturated-and-unsaturated-compounds-of-carbon,10,class9To10,4,Carbon and Its Compounds Part - 1,3,Saturated and unsaturated compounds of carbon,chemistry,measurementGraph,,interactive3d,strongVrFit,low,11,200,chemistry:carbon-and-its-compounds-part-1,"Use instrument panel, recorded readings, plotted graph, and one interpretable data question."
sim-c10-ch04-a04-allotropes-of-carbon-and-oxygen,c10-ch04-a04-allotropes-of-carbon-and-oxygen,10,class9To10,4,Carbon and Its Compounds Part - 1,4,Allotropes of carbon and oxygen,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:carbon-and-its-compounds-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch04-a05-homologous-series-and-nomenclature-of-the-chlorine-group,c10-ch04-a05-homologous-series-and-nomenclature-of-the-chlorine-group,10,class9To10,4,Carbon and Its Compounds Part - 1,5,Homologous series and nomenclature of the chlorine group,chemistry,experimentBench,sortingBoard,practicalLabSimulation,strongVrFit,low,12,360,chemistry:carbon-and-its-compounds-part-1,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch04-a06-homologous-series-and-nomenclature-of-the-hydroxyl-group,c10-ch04-a06-homologous-series-and-nomenclature-of-the-hydroxyl-group,10,class9To10,4,Carbon and Its Compounds Part - 1,6,Homologous series and nomenclature of the hydroxyl group,chemistry,experimentBench,sortingBoard,practicalLabSimulation,strongVrFit,low,12,360,chemistry:carbon-and-its-compounds-part-1,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch05-a01-homologous-series-and-nomenclature-of-the-aldehyde-group,c10-ch05-a01-homologous-series-and-nomenclature-of-the-aldehyde-group,10,class9To10,5,Carbon and Its Compounds Part - 2,1,Homologous series and nomenclature of the aldehyde group,chemistry,experimentBench,sortingBoard,practicalLabSimulation,strongVrFit,low,12,360,chemistry:carbon-and-its-compounds-part-2,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch05-a02-homologous-series-and-nomenclature-of-carboxyl-group,c10-ch05-a02-homologous-series-and-nomenclature-of-carboxyl-group,10,class9To10,5,Carbon and Its Compounds Part - 2,2,Homologous series and nomenclature of carboxyl group,chemistry,experimentBench,sortingBoard,practicalLabSimulation,strongVrFit,low,12,360,chemistry:carbon-and-its-compounds-part-2,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch05-a03-homologous-series-and-nomenclature-of-unsaturated-compound,c10-ch05-a03-homologous-series-and-nomenclature-of-unsaturated-compound,10,class9To10,5,Carbon and Its Compounds Part - 2,3,Homologous series and nomenclature of unsaturated compound,chemistry,experimentBench,sortingBoard|measurementGraph,practicalLabSimulation,strongVrFit,low,12,360,chemistry:carbon-and-its-compounds-part-2,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch05-a04-chemical-properties-of-carbon-compound,c10-ch05-a04-chemical-properties-of-carbon-compound,10,class9To10,5,Carbon and Its Compounds Part - 2,4,Chemical properties of carbon compound,chemistry,sortingBoard,,interactive3d,strongVrFit,low,11,224,chemistry:carbon-and-its-compounds-part-2,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch05-a05-soap-and-detergent,c10-ch05-a05-soap-and-detergent,10,class9To10,5,Carbon and Its Compounds Part - 2,5,Soap And Detergent,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:carbon-and-its-compounds-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch06-a01-dobereiner-s-triads,c10-ch06-a01-dobereiner-s-triads,10,class9To10,6,Periodic Classification of Elements,1,Dobereiner's Triads,chemistry,sortingBoard,,interactive3d,strongVrFit,low,11,224,chemistry:periodic-classification-of-elements,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch06-a02-newland-s-law-of-octaves,c10-ch06-a02-newland-s-law-of-octaves,10,class9To10,6,Periodic Classification of Elements,2,Newland's Law of Octaves,chemistry,experimentBench,sortingBoard,practicalLabSimulation,strongVrFit,low,12,360,chemistry:periodic-classification-of-elements,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch06-a03-mendeleev-s-periodic-table,c10-ch06-a03-mendeleev-s-periodic-table,10,class9To10,6,Periodic Classification of Elements,3,Mendeleev's Periodic Table,chemistry,sortingBoard,,interactive3d,strongVrFit,low,11,224,chemistry:periodic-classification-of-elements,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch06-a04-modern-periodic-table,c10-ch06-a04-modern-periodic-table,10,class9To10,6,Periodic Classification of Elements,4,Modern Periodic Table,chemistry,sortingBoard,,interactive3d,strongVrFit,low,11,224,chemistry:periodic-classification-of-elements,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch07-a01-a-deep-photosynthesis-process,c10-ch07-a01-a-deep-photosynthesis-process,10,class9To10,7,Life Process Part - 1,1,A deep Photosynthesis process,science,processTimeline,,guidedVisualization,strongVrFit,low,12,336,science:life-process-part-1,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c10-ch07-a02-nutrition-in-amoeba,c10-ch07-a02-nutrition-in-amoeba,10,class9To10,7,Life Process Part - 1,2,Nutrition in Amoeba,biology,processTimeline,,guidedVisualization,strongVrFit,low,12,336,biology:life-process-part-1,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c10-ch07-a03-human-digestive-system,c10-ch07-a03-human-digestive-system,10,class9To10,7,Life Process Part - 1,3,Human Digestive System,science,modelInspection,processTimeline,interactive3d,strongVrFit,low,12,400,science:life-process-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch07-a04-aerobic-respiration-in-human,c10-ch07-a04-aerobic-respiration-in-human,10,class9To10,7,Life Process Part - 1,4,Aerobic respiration in Human,biology,processTimeline,,guidedVisualization,strongVrFit,low,12,336,biology:life-process-part-1,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c10-ch07-a05-anaerobic-respiration-in-human,c10-ch07-a05-anaerobic-respiration-in-human,10,class9To10,7,Life Process Part - 1,5,Anaerobic respiration in Human,biology,processTimeline,,guidedVisualization,strongVrFit,low,12,336,biology:life-process-part-1,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c10-ch08-a01-the-human-heart,c10-ch08-a01-the-human-heart,10,class9To10,8,Life Process Part - 2,1,The human heart,biology,modelInspection,processTimeline,interactive3d,strongVrFit,low,12,400,biology:life-process-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch08-a02-transport-and-exchange-of-o2-and-co2-in-humans,c10-ch08-a02-transport-and-exchange-of-o2-and-co2-in-humans,10,class9To10,8,Life Process Part - 2,2,Transport and exchange of O2 and CO2 in humans,science,processTimeline,,guidedVisualization,strongVrFit,low,12,336,science:life-process-part-2,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c10-ch08-a03-human-lymphatic-system,c10-ch08-a03-human-lymphatic-system,10,class9To10,8,Life Process Part - 2,3,Human Lymphatic system,science,modelInspection,processTimeline,interactive3d,strongVrFit,low,12,400,science:life-process-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch09-a01-anaerobic-respiration-in-yeast,c10-ch09-a01-anaerobic-respiration-in-yeast,10,class9To10,9,Life Process Part - 3,1,Anaerobic respiration in yeast,biology,processTimeline,,guidedVisualization,strongVrFit,low,12,336,biology:life-process-part-3,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c10-ch09-a02-human-respiratory-system,c10-ch09-a02-human-respiratory-system,10,class9To10,9,Life Process Part - 3,2,Human respiratory system,science,modelInspection,processTimeline,interactive3d,strongVrFit,low,12,400,science:life-process-part-3,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch09-a03-transportation-in-plants,c10-ch09-a03-transportation-in-plants,10,class9To10,9,Life Process Part - 3,3,Transportation in plants,biology,guidedTour,processTimeline,virtualFieldVisit,strongVrFit,low,12,600,biology:life-process-part-3,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c10-ch10-a01-human-excretory-system,c10-ch10-a01-human-excretory-system,10,class9To10,10,Life Process Part - 4,1,Human Excretory system,science,modelInspection,processTimeline,interactive3d,strongVrFit,low,12,400,science:life-process-part-4,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch10-a02-hemodialysis,c10-ch10-a02-hemodialysis,10,class9To10,10,Life Process Part - 4,2,Hemodialysis,science,processTimeline,,guidedVisualization,strongVrFit,low,12,336,science:life-process-part-4,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c10-ch10-a03-excretion-in-plants,c10-ch10-a03-excretion-in-plants,10,class9To10,10,Life Process Part - 4,3,Excretion in plants,biology,guidedTour,processTimeline,virtualFieldVisit,strongVrFit,low,12,600,biology:life-process-part-4,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c10-ch11-a01-the-human-nervous-system,c10-ch11-a01-the-human-nervous-system,10,class9To10,11,Control and Coordination,1,The Human Nervous System,science,modelInspection,,interactive3d,strongVrFit,low,12,400,science:control-and-coordination,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch11-a02-the-reflex-action-in-human,c10-ch11-a02-the-reflex-action-in-human,10,class9To10,11,Control and Coordination,2,The reflex action in Human,science,modelInspection,,interactive3d,strongVrFit,low,12,400,science:control-and-coordination,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch11-a03-the-human-brain,c10-ch11-a03-the-human-brain,10,class9To10,11,Control and Coordination,3,the human brain,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:control-and-coordination,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch11-a04-the-endocrine-glands-and-hormones,c10-ch11-a04-the-endocrine-glands-and-hormones,10,class9To10,11,Control and Coordination,4,The endocrine glands and hormones,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:control-and-coordination,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch11-a05-tropism-in-plants,c10-ch11-a05-tropism-in-plants,10,class9To10,11,Control and Coordination,5,Tropism in plants,biology,guidedTour,,virtualFieldVisit,strongVrFit,low,12,600,biology:control-and-coordination,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c10-ch11-a06-nastism-in-plants,c10-ch11-a06-nastism-in-plants,10,class9To10,11,Control and Coordination,6,Nastism in plants,biology,guidedTour,,virtualFieldVisit,strongVrFit,low,12,600,biology:control-and-coordination,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c10-ch11-a07-hormones-of-the-plant,c10-ch11-a07-hormones-of-the-plant,10,class9To10,11,Control and Coordination,7,Hormones of the plant,biology,guidedTour,,virtualFieldVisit,strongVrFit,low,12,600,biology:control-and-coordination,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c10-ch12-a01-binary-fission-in-amoeba,c10-ch12-a01-binary-fission-in-amoeba,10,class9To10,12,How do Organisms Reproduce part - 1,1,Binary fission in Amoeba,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:how-do-organisms-reproduce-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch12-a02-fragmentation-in-spirogyra,c10-ch12-a02-fragmentation-in-spirogyra,10,class9To10,12,How do Organisms Reproduce part - 1,2,Fragmentation in spirogyra,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:how-do-organisms-reproduce-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch12-a03-regeneration-in-hydra,c10-ch12-a03-regeneration-in-hydra,10,class9To10,12,How do Organisms Reproduce part - 1,3,Regeneration in Hydra,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:how-do-organisms-reproduce-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch12-a04-asexual-reproduction-in-hydra-by-budding,c10-ch12-a04-asexual-reproduction-in-hydra-by-budding,10,class9To10,12,How do Organisms Reproduce part - 1,4,Asexual reproduction in Hydra by budding,biology,modelInspection,processTimeline,interactive3d,strongVrFit,low,12,400,biology:how-do-organisms-reproduce-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch13-a01-asexual-reproduction-by-spore-formation,c10-ch13-a01-asexual-reproduction-by-spore-formation,10,class9To10,13,How do Organisms Reproduce part - 2,1,Asexual reproduction by spore formation,biology,modelInspection,processTimeline,interactive3d,strongVrFit,low,12,400,biology:how-do-organisms-reproduce-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch13-a02-vegetative-propagation-by-buds-or-eyes,c10-ch13-a02-vegetative-propagation-by-buds-or-eyes,10,class9To10,13,How do Organisms Reproduce part - 2,2,Vegetative propagation by buds or eyes.,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:how-do-organisms-reproduce-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch13-a03-vegetative-propagation-in-leaf,c10-ch13-a03-vegetative-propagation-in-leaf,10,class9To10,13,How do Organisms Reproduce part - 2,3,Vegetative propagation in Leaf,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:how-do-organisms-reproduce-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch14-a01-fertilization-in-human,c10-ch14-a01-fertilization-in-human,10,class9To10,14,How do Organisms Reproduce part - 3,1,Fertilization in human,biology,modelInspection,processTimeline,interactive3d,strongVrFit,medium,12,400,biology:how-do-organisms-reproduce-part-3,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch14-a02-development-of-embryo-in-humans,c10-ch14-a02-development-of-embryo-in-humans,10,class9To10,14,How do Organisms Reproduce part - 3,2,Development of embryo in humans,biology,modelInspection,processTimeline,interactive3d,strongVrFit,medium,12,400,biology:how-do-organisms-reproduce-part-3,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch15-a01-introduction-of-heredity-and-dna,c10-ch15-a01-introduction-of-heredity-and-dna,10,class9To10,15,Heredity and Evolution Part - 1,1,Introduction of heredity and DNA,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:heredity-and-evolution-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch15-a02-mendel-s-law-of-segregation,c10-ch15-a02-mendel-s-law-of-segregation,10,class9To10,15,Heredity and Evolution Part - 1,2,Mendel's law of segregation,biology,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,biology:heredity-and-evolution-part-1,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch15-a03-mendel-s-law-of-dominance,c10-ch15-a03-mendel-s-law-of-dominance,10,class9To10,15,Heredity and Evolution Part - 1,3,Mendel's law of dominance,biology,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,biology:heredity-and-evolution-part-1,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch15-a04-mendel-s-law-of-independent-assortment,c10-ch15-a04-mendel-s-law-of-independent-assortment,10,class9To10,15,Heredity and Evolution Part - 1,4,Mendel's law of independent assortment,biology,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,biology:heredity-and-evolution-part-1,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch16-a01-human-sex-determination-female,c10-ch16-a01-human-sex-determination-female,10,class9To10,16,Heredity and Evolution Part - 2,1,Human sex determination- Female,biology,scenario,,guidedVisualization,strongVrFit,medium,12,320,biology:heredity-and-evolution-part-2,"Use decision scenario with safe choices, consequence preview, and debrief focused on reasoning rather than score."
sim-c10-ch16-a02-human-sex-determination-male,c10-ch16-a02-human-sex-determination-male,10,class9To10,16,Heredity and Evolution Part - 2,2,Human sex determination- Male,biology,scenario,,guidedVisualization,strongVrFit,medium,12,320,biology:heredity-and-evolution-part-2,"Use decision scenario with safe choices, consequence preview, and debrief focused on reasoning rather than score."
sim-c10-ch16-a03-fossils,c10-ch16-a03-fossils,10,class9To10,16,Heredity and Evolution Part - 2,3,Fossils,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:heredity-and-evolution-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch17-a01-evolution-of-beetles,c10-ch17-a01-evolution-of-beetles,10,class9To10,17,Heredity and Evolution Part - 3,1,Evolution of beetles,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:heredity-and-evolution-part-3,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch17-a02-evolution-of-homologous-and-analogous-organs,c10-ch17-a02-evolution-of-homologous-and-analogous-organs,10,class9To10,17,Heredity and Evolution Part - 3,2,Evolution of Homologous and Analogous organs,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:heredity-and-evolution-part-3,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch17-a03-evolution-of-wild-cabbage,c10-ch17-a03-evolution-of-wild-cabbage,10,class9To10,17,Heredity and Evolution Part - 3,3,Evolution of wild cabbage,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:heredity-and-evolution-part-3,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch18-a01-law-of-reflection,c10-ch18-a01-law-of-reflection,10,class9To10,18,Light Reflection and Refraction,1,Law of reflection,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,physics:light-reflection-and-refraction,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch18-a02-the-making-of-a-convex-mirror,c10-ch18-a02-the-making-of-a-convex-mirror,10,class9To10,18,Light Reflection and Refraction,2,The making of a convex mirror,physics,experimentBench,modelInspection|processTimeline,practicalLabSimulation,strongVrFit,low,12,360,physics:light-reflection-and-refraction,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch18-a03-the-making-of-a-concave-mirror,c10-ch18-a03-the-making-of-a-concave-mirror,10,class9To10,18,Light Reflection and Refraction,3,The making of a concave mirror,physics,experimentBench,modelInspection|processTimeline,practicalLabSimulation,strongVrFit,low,12,360,physics:light-reflection-and-refraction,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch18-a04-definition-of-focal-length-radius-of-curvature-pole-and-principal-axis-o,c10-ch18-a04-definition-of-focal-length-radius-of-curvature-pole-and-principal-axis-o,10,class9To10,18,Light Reflection and Refraction,4,"Definition of focal length, radius of curvature, pole and Principal axis of spherical mirror",physics,experimentBench,modelInspection,practicalLabSimulation,strongVrFit,low,12,360,physics:light-reflection-and-refraction,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch18-a05-image-formation-by-concave-mirror,c10-ch18-a05-image-formation-by-concave-mirror,10,class9To10,18,Light Reflection and Refraction,5,Image Formation By Concave mirror,physics,experimentBench,modelInspection|processTimeline,practicalLabSimulation,strongVrFit,low,12,360,physics:light-reflection-and-refraction,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch18-a06-image-formation-by-convex-mirror,c10-ch18-a06-image-formation-by-convex-mirror,10,class9To10,18,Light Reflection and Refraction,6,Image Formation By Convex mirror,physics,experimentBench,modelInspection|processTimeline,practicalLabSimulation,strongVrFit,low,12,360,physics:light-reflection-and-refraction,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch18-a07-refraction-of-light,c10-ch18-a07-refraction-of-light,10,class9To10,18,Light Reflection and Refraction,7,Refraction of Light,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,physics:light-reflection-and-refraction,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch18-a08-the-making-of-concave-and-convex-lens,c10-ch18-a08-the-making-of-concave-and-convex-lens,10,class9To10,18,Light Reflection and Refraction,8,The making of concave and convex Lens,physics,experimentBench,modelInspection|processTimeline,practicalLabSimulation,strongVrFit,low,12,360,physics:light-reflection-and-refraction,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch18-a09-refraction-by-concave-and-convex-lens,c10-ch18-a09-refraction-by-concave-and-convex-lens,10,class9To10,18,Light Reflection and Refraction,9,Refraction by concave and convex Lens,physics,experimentBench,modelInspection,practicalLabSimulation,strongVrFit,low,12,360,physics:light-reflection-and-refraction,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch18-a10-image-formation-by-concave-lens,c10-ch18-a10-image-formation-by-concave-lens,10,class9To10,18,Light Reflection and Refraction,10,Image formation by concave Lens,physics,experimentBench,modelInspection|processTimeline,practicalLabSimulation,strongVrFit,low,12,360,physics:light-reflection-and-refraction,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch18-a11-image-formation-by-convex-lens,c10-ch18-a11-image-formation-by-convex-lens,10,class9To10,18,Light Reflection and Refraction,11,Image formation by convex Lens,physics,experimentBench,modelInspection|processTimeline,practicalLabSimulation,strongVrFit,low,12,360,physics:light-reflection-and-refraction,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch19-a01-structure-of-the-human-eye,c10-ch19-a01-structure-of-the-human-eye,10,class9To10,19,Human Eye and Colourful World Part -1,1,Structure of the Human eye,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:human-eye-and-colourful-world-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch19-a02-defects-of-vision-myopia-and-how-is-it-corrected,c10-ch19-a02-defects-of-vision-myopia-and-how-is-it-corrected,10,class9To10,19,Human Eye and Colourful World Part -1,2,Defects of Vision : Myopia and how is it corrected,biology,modelInspection,sortingBoard,interactive3d,strongVrFit,low,12,400,biology:human-eye-and-colourful-world-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch19-a03-defects-of-vision-hypermetropia-and-how-is-it-corrected,c10-ch19-a03-defects-of-vision-hypermetropia-and-how-is-it-corrected,10,class9To10,19,Human Eye and Colourful World Part -1,3,Defects of Vision : Hypermetropia and how is it corrected,biology,guidedTour,modelInspection|sortingBoard,virtualFieldVisit,strongVrFit,low,12,600,biology:human-eye-and-colourful-world-part-1,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c10-ch19-a04-defects-of-vision-presbyopia-and-how-is-it-corrected,c10-ch19-a04-defects-of-vision-presbyopia-and-how-is-it-corrected,10,class9To10,19,Human Eye and Colourful World Part -1,4,Defects of Vision: Presbyopia and how is it corrected,biology,modelInspection,sortingBoard,interactive3d,strongVrFit,low,12,400,biology:human-eye-and-colourful-world-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch19-a05-refraction-and-dispersion-of-light,c10-ch19-a05-refraction-and-dispersion-of-light,10,class9To10,19,Human Eye and Colourful World Part -1,5,Refraction and dispersion of light,physics,experimentBench,modelInspection,practicalLabSimulation,strongVrFit,low,12,360,physics:human-eye-and-colourful-world-part-1,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
